1,2,3,4,5,6,7,8,9
"[0.4123293050259286, 0.03564095151647579]","[[0.002249876020969301, 0.20442088447143333], [-0.056293345030126195, 0.39599742374220376]]","[[-0.476501853024302, 0.3110516410681161], [-0.26865065753742645, 0.4732574608261889], [-0.2772428868380306, 0.2516539537451065]]","[[0.012521055699324385, 0.11356654047594222], [0.23234191260135498, 0.08597184236642744], [-0.1711309036876675, 0.020891973622313913], [0.11376048882462075, -0.09104804463782627]]","[[0.11182935554897071, 0.3084500478813638], [0.20284409002608467, 0.5199666233992849], [0.31882748915707354, 0.1252782162051447], [0.39083404861423326, 0.3494221689807338], [0.1196046891632849, 0.10173499350566408]]","[[-0.5379788740814003, -0.011730333491669416], [-0.1820890739253136, -0.27973544868684425], [-0.07809457889047756, -0.09124846264896269], [-0.30616251401069866, -0.45101817852416426], [-0.44200878281119743, -0.26991620184617166], [-0.3315938551005316, -0.08696624632848979]]","[[-0.3242652666020733, -0.24505345323409705], [-0.563286395470885, 0.11160295583497896], [-0.1647097641571906, 0.12111961656459011], [-0.36052488434271157, 0.18805397786199418], [-0.09510517377503278, -0.06720219285628748], [-0.3867432997129629, -0.05120750304069932], [-0.32798962767594847, 0.38554234766764234]]","[[-0.08486713456805763, -0.4233549652310786], [-0.34121661687321897, 0.009931669871959016], [0.06179899905610707, -0.01287726204627424], [-0.01080387642187049, -0.20774715314808884], [-0.2259787915635077, -0.2257096572683263], [-0.31087639520469923, -0.4457762681120083], [-0.07938707884489006, 0.17996906985975966], [-0.13919465900414296, -0.03133413505419433]]","[[0.4433726728065019, 0.22320554513198193], [0.1026133663954636, -0.050786049565613584], [0.20022034484770485, 0.4412403735117007], [0.45250313802570796, 0.010227273383000257], [0.037500571895399265, 0.24935285809920393], [0.23874579090912346, 0.11348512554989887], [0.25013734113836505, -0.23502010549412247], [0.4599692436892986, -0.2536974682823114], [0.04694731086691962, -0.2548367103293993]]"
"[0.1600937909388646, -0.5041032805904762]","[[-0.4149324818804315, 0.28007444048998836], [-0.5260390884397633, 0.11347960973083408]]","[[-0.15188894406744968, -0.195193050272512], [6.772800145782267e-05, -0.040844811103836635], [-0.2045693439875358, 0.0038115475482788236]]","[[-0.1266132934267609, -0.4419116806690939], [0.09906976576587005, -0.33923851916676484], [0.1053941350115203, -0.5768907290059295], [0.29145715672269834, -0.49787884973145785]]","[[0.2447541601906441, 0.3086669061463178], [0.2085849672204031, -0.04267428248465989], [0.44393754570968663, -0.061602228714441105], [0.027125763574429876, 0.05764502161176834], [0.36879828001487897, 0.1310025380577708]]","[[-0.5416753121247185, 0.020803147184574915], [-0.3232269173664433, -0.07161231053200118], [-0.3008479376061402, -0.286480119217458], [-0.22299540496279888, 0.12470258063391813], [-0.10776740766186912, -0.19554033341247495], [-0.5165544979209102, -0.21376225914528924]]","[[0.12902113605384963, -0.35167066519854956], [0.3838909825822851, -0.05572740120406059], [-0.02857767273637445, 0.1549795872955612], [0.19333287999408408, 0.10698923431715611], [-0.08146847087507005, -0.06064403559207536], [0.18020694687254563, -0.15550905334431223], [-0.07225335190945896, -0.28606481362007624]]","[[0.48529715144174124, -0.2697678579736521], [0.37309741842769656, 0.0699077870123373], [0.051182379473491794, 0.02141531407813483], [0.5234917469593858, 0.26578075419350655], [0.558201411832675, -0.037120345964853765], [0.22738215197141995, 0.24608732841731215], [0.3038957292845804, -0.12934366054116395], [0.024689158081869923, 0.25216756052328354]]","[[0.5176022259896301, 0.07013652950073157], [0.29073914382076843, 0.49095716113391286], [0.25755010907869064, 0.10321661572421419], [0.11549350267606502, 0.37871636325142816], [-0.040248060121338324, 0.07603447111469516], [0.35733910828644905, -0.07238149579930037], [0.09184169877402729, -0.10424630849328012], [-0.10934901156313583, -0.14911132891814113], [0.4158094160330474, 0.26019999263529187]]"
"[-0.43400380483721984, 0.10531265887229962]","[[-0.09730612249650272, 0.4989075015380273], [-0.22752244688881013, 0.34485221713342457]]","[[-0.5649268285189266, -0.02945458741690218], [-0.36332336008090005, 0.05160617148840915], [-0.5004673786076542, 0.20230308468415367]]","[[0.06326389353998313, -0.3457479010937814], [-0.07512051392095552, -0.02196355495157639], [0.09410934090401228, -0.14113260442523076], [-0.13717358852421138, -0.29916566844175635]]","[[-0.13667773294397823, -0.4810836359727921], [0.22435054442879343, -0.38211739689247126], [0.18745946747878278, -0.17039478388844306], [0.024239655080151325, -0.29759851870815907], [0.08919077751561523, -0.5300131723353856]]","[[-0.3075905201299059, -0.4396409988488083], [-0.19740249700094745, -0.17714391351551703], [0.053731853964380204, -0.5240815929277938], [0.045148855841778586, -0.17580561296456876], [0.17596231810730836, -0.3386358025171148], [-0.08995737585576556, -0.36423659604885134]]","[[0.4852053974746821, 0.2414638673891567], [0.4489127705046299, 0.011725618337583463], [0.18065050592779294, 0.3526250807613559], [0.03625639584007868, 0.1261309995663498], [0.1794309074695897, -0.0624577020416761], [0.2856641480650803, 0.17770493422509798], [0.3124387752689665, -0.21816880331392838]]","[[0.016639406518403475, -0.10031965053970064], [-0.49734137941811546, 0.023312718056099104], [0.03171158295547566, 0.2028207856397581], [-0.3777108616291506, 0.18827317115199685], [-0.2734124440264558, -0.20525012861841768], [-0.1742574757978524, 0.04093824739900491], [-0.17815403785603903, 0.26205888083036905], [-0.2502819750276768, 0.4804358206127844]]","[[0.1897356465634014, 0.5279682873488559], [0.32378874068874214, 0.21764355715549547], [-0.02258392144612686, 0.1538672511300514], [0.18768343673053406, 0.06258281167321837], [0.4001161654736714, 0.031858124591620046], [0.03700916369328307, 0.37047593331345124], [0.18810723797826276, -0.14148750743097815], [-0.1502435433980558, -0.03059561201510329], [-0.21808568641731116, 0.28352793851031305]]"
"[-0.4309303250570785, -0.37878052449928096]","[[-0.21141336561075566, 0.4273762957479495], [-0.1407142259739198, 0.23984948612333498]]","[[0.1555504186016049, 0.15532406847092056], [-0.0680535881648269, 0.26220909641571793], [0.08533315121688807, 0.39122308779032533]]","[[0.2593869086993074, -0.26887741013308497], [0.09674879007849839, -0.39609983087723066], [-0.011093693993988496, -0.14004324908426333], [0.28630805459639813, -0.4681830009867555]]","[[-0.16255238243643175, 0.17860987090823105], [-0.3708934258622909, -0.17994308192218272], [-0.3873401471382859, 0.23755408526324856], [-0.3082462149465763, 0.01808515368093923], [-0.09381294098683406, -0.04001219282613638]]","[[-0.36904347190091025, 0.2789229011504548], [-0.01038079434194998, 0.053649704929766846], [-0.08735338951653393, 0.578282782753283], [5.153534382930422e-05, 0.38446941554394387], [-0.22753401468201206, 0.43210907521897474], [-0.14647282530567177, 0.24517240432070728]]","[[-0.23022292756182125, -0.05768485575552839], [-0.3970021412728509, -0.1722837668104814], [-0.2989980436724142, -0.5015189566068301], [-0.1887121522124618, -0.3052937986494308], [-0.001193606839323686, -0.45187687349833133], [-0.45251418858811787, -0.367940027934103], [0.11213422846620591, -0.19711986939188722]]","[[0.08034727882022866, 0.21485544138691295], [0.4485208087802622, -0.24912681836757106], [0.26129939989417056, 0.09257513963058502], [0.557413308755299, 0.1511846349250138], [0.2634990941728302, -0.1333032593777782], [0.3632073825345479, 0.269269938976799], [-0.13869722159995554, 0.017464377414806956], [0.4339652718412117, -0.009910074233595774]]","[[-0.13146557112902973, 0.14116723461389186], [0.2951467361821443, -0.02824752732805288], [0.19428532799116477, -0.23589609671221848], [-0.28731157875063357, -0.1506919145754202], [-0.013954936164563217, -0.2914313940092583], [0.05437169614590384, 0.05057158482376688], [-0.11710547218270359, -0.5628603002908775], [-0.3181416531292253, -0.36750682532956547], [-0.10064922490671671, -0.07835054634105423]]"
"[0.4230572171255965, 0.15564154118015242]","[[0.4101371699595759, -0.046236245446824746], [0.42481245787877703, -0.24684889303111815]]","[[-0.1591938184585166, 0.2573970255855866], [-0.049574382916532336, 0.44031337398050124], [0.08264166875933507, 0.262381570646859]]","[[0.3428963381299033, -0.004396565162037705], [0.42558881424794154, 0.18301493672810298], [0.5687630200397232, 0.01721079717795714], [0.4301208405972816, -0.23499851958356296]]","[[0.029171133319913545, -0.11913068329317353], [-0.2981845944788078, -0.46624640290839614], [-0.1844599491613969, -0.04126455345730423], [-0.2900988597239497, -0.2493716418714862], [-0.0791391532727178, -0.3057260733699829]]","[[-0.24492162854676555, 0.16704436901929823], [-0.3861886513150086, 0.35601694661450933], [-0.48514013682315105, 0.15596888098880124], [-0.5451465436738104, -0.12931683943359434], [-0.11772959853104834, 0.007676420150436517], [-0.35755989064212684, -0.03355234579502648]]","[[0.36124702795982905, 0.02861074637729004], [0.035495459613383976, -0.03736980990239832], [0.4545067059830119, -0.22475560039862832], [0.21831658066582188, 0.20471036725638603], [0.23621436127430617, -0.13960795011418334], [0.5606656921354746, -0.047865395727918474], [0.5468561378002438, 0.2161657569851178]]","[[-0.16499387414028463, -0.418455346753131], [0.031011941373623824, -0.006148034068666969], [-0.4150712424924157, -0.28668557629476243], [-0.199054958380199, -0.21375968732837633], [-0.4870789535587041, 0.00515905815181239], [-0.198479811208303, 0.006815000109153054], [-0.3273741662815474, 0.19008037141614484], [0.04340096687518584, -0.25044408321713213]]","[[0.4907720478217397, -0.04420899316542184], [0.34945142516086164, 0.15252383324094793], [0.5574461082468273, 0.19132091369540322], [0.27860246559707486, -0.040271372914082004], [0.05137088633600719, 0.3166781443626957], [0.3859483744724672, 0.35594746641407654], [0.08124150308634055, -0.11830714188255424], [-0.07254784919135501, 0.1430213671552253], [0.33979531306265204, -0.26214422422440126]]"
"[0.30758596680771827, -0.21275106234766314]","[[0.24265818653156754, -0.3775895252336694], [0.4224299169789366, -0.289759305909148]]","[[0.2656832518280197, 0.0014864193765316018], [0.3503107158811183, -0.1826455867164705], [0.5188928509039705, -0.04177453376365527]]","[[0.28769160010247724, 0.4706884012140322], [0.03735362687931127, 0.4645781312677133], [0.33102019499247487, 0.1847810932959147], [0.1685132699603264, 0.30497059043407926]]","[[0.10558973120531606, -0.20428866875977839], [-0.0893225412758366, 0.16524926947551877], [-0.05793580974794309, -0.07826743033729393], [0.11130747138107101, 0.10875249109580729], [0.28035132100960686, -0.09064984251937742]]","[[-0.08086177951302478, 0.2470577028799217], [0.17809040740055945, 0.25721690350386706], [0.248993691455746, -0.144418230259854], [0.04260816027356476, -0.17251108440570345], [0.26201279645255604, 0.07253913185781388], [-0.0017619790798508912, 0.027830886297901026]]","[[0.23608374802607182, -0.42864299173344095], [-0.09209027036414452, -0.12416238309953632], [0.2788105912293623, 0.0033410667889120396], [0.04539289310230788, 0.08875296613859053], [0.036272769320452085, -0.32980830156280494], [-0.23317126701056543, -0.2895908304292693], [0.15392952834370008, -0.16140965755482034]]","[[-0.19427332908310624, 0.44975086906229733], [-0.40583056883657587, 0.41268852933836647], [-0.1064323235824443, 0.09134240931295125], [0.037438273390647224, 0.2873761216870531], [-0.27580465694358225, 0.2567900319995576], [0.047234249799456944, 0.4983172858691376], [0.15563182967593078, 0.1192504703698398], [-0.32834908909536226, -0.014402300111889832]]","[[0.38655548767220327, 0.3303110468779764], [-0.15062718332117264, 0.3263612679497012], [0.12850016508903517, 0.5435449351404695], [0.04975739233973968, 0.11256198773833849], [0.05418506391445401, 0.3174451450657875], [0.282644584802279, 0.13382110200906677], [0.4968372747528943, 0.11977440893831985], [-0.17748280977865974, 0.12733825933579754], [-0.16508880216336755, 0.5437291489982663]]"
"[-0.2532192430475575, -0.5275431624831907]","[[0.3054529246123127, 0.4455278178545299], [0.3548458028228903, 0.2510588499170468]]","[[-0.18534860244577742, 0.5145019772121514], [0.05660586421610542, 0.42456432010350276], [-0.11463700911578348, 0.31489985189225056]]","[[0.041567121943163726, -0.05225384285034155], [-0.0805660347394345, -0.3501797602382367], [-0.1695568067340664, -0.0700859275369407], [0.1361950610904954, -0.2628340353233457]]","[[-0.082153098152829, -0.06894165798345762], [0.016766770742065788, -0.42680196676869325], [0.2961099764235258, -0.14925166127785872], [-0.1456021726000032, -0.26669195071034546], [0.10213220283607832, -0.23321095001989858]]","[[-0.060066269329224556, -0.3459973645598818], [-0.2267112282887438, -0.46433083725857055], [-0.03368736353914721, -0.0592740518520544], [0.1129416353875032, -0.20466059509733167], [0.13908697530976044, -0.42386339769443276], [-0.2931789080149146, -0.2669036372638095]]","[[-0.39883248072855915, 0.30823732592088265], [-0.041341486549100435, 0.2390478988097413], [-0.013495537319202725, 0.5211111720540192], [-0.2415889716500472, 0.10795059447242317], [-0.023803066389735523, 0.02076064871433158], [0.14387498046506175, 0.3548008600093999], [-0.24331877599120405, 0.46521846842164205]]","[[-0.25621621658373334, -0.516505587173681], [-0.1662036889407214, -0.08514196380588028], [-0.18387329975925823, -0.32724781719236296], [0.018951322384734254, -0.28276580262079387], [-0.4257935961758009, -0.11165978892152287], [-0.38337046113926315, -0.34678862335127664], [0.08447884857343574, -0.4920123821830729], [0.02561025798733424, 0.0007844895199748298]]","[[-0.3974741157875733, -0.3691322615124248], [0.01813275331019438, -0.041305186939584786], [-0.297817964195003, 0.1404435238036691], [-0.24996212712231053, -0.10674501212047392], [-0.45607543705465475, -0.10954340680539053], [-0.5097726394514722, 0.08872958744943038], [-0.16376728557074105, -0.3354799619734228], [-0.07115584905184995, 0.17737469530672276], [-0.4529869372404742, 0.29851616761646654]]"
"[-0.06064478149429028, 0.10204082006191012]","[[-0.020654750029313704, 0.3891656546739414], [-0.0007759068931318763, 0.19000611836641118]]","[[-0.17720328293608806, -0.4514300161601115], [0.022754438065530718, -0.42143894503716073], [-0.10940085810899225, -0.24791511077847575]]","[[-0.264878088602857, 0.22906395790450432], [0.07239228809704809, 0.2615492699427171], [0.10034738543262733, 0.4676118263175188], [-0.09637524959065707, 0.3769302803343899]]","[[-0.16893136043895146, -0.20127892763881453], [-0.5727216740452047, -0.07682091551650742], [-0.343702592036276, -0.060533526953518955], [-0.5038383983260774, 0.15268268748871192], [-0.379488354443274, -0.2704310218069364]]","[[0.23041567882598732, 0.45619944218456715], [0.5278859611842325, 0.18245830030246968], [0.08738225171760033, 0.1578384040678088], [0.20561463112105705, -0.03996865664556224], [0.3021721310554224, 0.21718230064421146], [0.4273755636869532, 0.38341374408431883]]","[[0.13823229125104186, -0.11287424625882309], [-0.082914425993103, 0.43156227464827385], [0.30107400633957315, 0.2583336012722512], [-0.1103107855725706, 0.20298726112520996], [0.37862923877470095, 0.05664428164281185], [0.10057609128089995, 0.3089177590539603], [0.1009283971288976, 0.1061295027106774]]","[[-0.17382250058115215, 0.008030820220576582], [-0.5561520679887834, 0.09064024109159684], [-0.2322770524578434, -0.18818443710846813], [-0.41357291590276396, -0.2905316508268561], [-0.37423053416790164, -0.04064357687765813], [-0.014699175284411378, 0.15059198662288528], [-0.015485985535575739, -0.1348843831724925], [-0.36639977644872057, 0.228205681233079]]","[[0.050129075631511706, -0.29659829200500587], [0.1522424042566208, -0.02012498145544232], [-0.31773020450764894, 0.09756431981266957], [-0.25388767024787284, -0.20865833148222632], [-0.06549152868915667, -0.10253084504872755], [-0.047012852932693645, 0.11741599898337682], [0.26526013051082903, -0.18996189821299347], [0.2442588296558726, 0.17404051307925203], [0.053323608967773835, 0.34462047536600726]]"
"[0.43730911014729085, 0.38068286015665653]","[[0.07059805578258149, -0.2458188734665979], [0.058763118304238846, -0.4455693812784497]]","[[0.3935061822875672, 0.2255916562549388], [0.5507663609445765, 0.05974239467682067], [0.33737455125106675, -0.013318187219183488]]","[[-0.42715721775789556, -0.3806885655784049], [-0.5104054706627589, -0.18016651458941194], [-0.409412055521987, 0.008153849732111747], [-0.2456709064377862, -0.21492281530681134]]","[[-0.07969108163070573, 0.258241044050758], [-0.3301768112222262, 0.22562982972330062], [-0.16453040906828167, -0.1622271318141552], [-0.21753854086321037, 0.04365873274764029], [0.030347216865940038, 0.07834852794011457]]","[[-0.2094991805307552, 0.08302354111181451], [0.09557258300728075, 0.3458622669714129], [0.22056408800171526, -0.017094369341425636], [0.026601936584830878, 0.1297564650757722], [-0.11681768564656844, 0.2726391152528644], [-0.03570146891163527, -0.09222923444939024]]","[[-0.137089699111686, -0.0603537150230737], [-0.5113647139476066, -0.13847335204066147], [-0.15813839015967857, -0.36469710156031643], [-0.2936616210719107, -0.2141411575526577], [-0.32787652212665946, 0.04250548396893007], [0.004093135922799089, -0.22788394746255153], [-0.17456170860443615, 0.20133573380951708]]","[[-0.17001050475317317, -0.17367687575201368], [0.3600613666554234, 0.010096468830953859], [-0.08326222131596324, 0.04242117989324811], [0.04296950773068638, 0.29875887990525135], [0.04919814700692566, -0.23206276490508926], [0.2733682510361541, 0.19343137942482672], [0.15974695196996483, -0.02827404827190698], [-0.2919014881818027, 0.0006738684867251376]]","[[-0.08858128315591524, -0.3480052213079807], [0.37291707470974605, -0.0809562497479422], [-0.04311872097798103, 0.23152249840731254], [0.1734412630875083, -0.16491363602164627], [-0.024044713080900382, -0.04824256513196188], [0.126438571592319, 0.09122014985587756], [-0.2168202887682383, 0.11190421567656858], [-0.23215605484234547, -0.20356583507002532], [0.291417597339289, 0.24351333182926893]]"
"[-0.3678067964802796, -0.3513177213804687]","[[0.11437717294043931, -0.408092871188616], [0.012734947149558614, -0.23578585574018435]]","[[-0.36641147837046456, 0.28339849123565264], [-0.19108570342652328, 0.4628134959899303], [-0.16564092668537764, 0.24926372681875647]]","[[-0.3130108772186628, 0.4658633188731559], [0.06875292536802097, 0.3619778545149697], [-0.12928423743784842, 0.28835211797578114], [-0.08764786508193922, 0.5151731075523892]]","[[0.34746533592570195, 0.16118282603596082], [0.14457128296481445, 0.28865621170929245], [0.4549189851861922, 0.34228556952890804], [0.008483415068308318, 0.44103246018778014], [0.27150044131742485, 0.4621652121832405]]","[[0.1442800129286608, -0.025670240792647715], [-0.253335145558221, 0.06312541807928282], [0.15340240856287354, 0.2410349392962658], [-0.1639657784688781, 0.25075335361279655], [-0.07910231793701084, -0.12784096878077061], [-0.011661193723423325, 0.11361106492824657]]","[[0.12430361198122393, -0.484697593056103], [0.0493599320108737, -0.036540600477799993], [0.2536650008125765, -0.05314613827093128], [-0.10908149692518246, -0.38401305955505927], [0.3510411480849886, -0.3949608705840701], [0.16732256025271752, -0.2817377092689904], [0.4277002215428168, -0.1937739732965619]]","[[-0.43120034012996816, -0.3965796075128045], [0.1478983624034229, -0.46770986256388064], [-0.23058307999139557, -0.3238539366063682], [-0.07988642296593639, -0.13993938361429092], [-0.08664795903044427, -0.5418074813242995], [0.11879255589163208, -0.1637425359681226], [-0.09873641234556067, 0.08705286872936738], [-0.025120016651009644, -0.34045580780112095]]","[[-0.3143165991636532, -0.4594448536910345], [-0.2552048841139852, -0.06866208597721758], [-0.4539914907372049, -0.019462523532982], [-0.0016330512078212595, -0.20036737320767878], [-0.1856154264835833, -0.2915493351998931], [-0.41369389823818076, -0.2734186166626005], [0.2388286227728169, -0.07063581723838416], [0.0412368179136257, 0.05808754956878123], [-0.37802967984412894, 0.19285536194211775]]"
"[0.00661777001411412, 0.39634766145863237]","[[-0.16440981108753766, 0.5378091218652469], [-0.08422838651173449, 0.35445914222875186]]","[[-0.27441186418729774, -0.31428620701652393], [-0.10438281902574013, -0.2032379983598837], [-0.31523395761825285, -0.08768035506307631]]","[[0.06241226843583792, -0.3147100539198924], [0.2553405417111816, -0.24584579293690137], [0.0027514156828475403, -0.09786489187307437], [0.1660279615748852, 0.026007470517245626]]","[[-0.10197385386246118, 0.24760023034087644], [-0.014646448823952617, 0.47519555304773536], [-0.21360058910662874, 0.441350445979826], [-0.3878570731713836, 0.20534708698022924], [-0.24187982362067023, 0.06730525069120082]]","[[0.1344939073868, 0.11682503965153783], [0.2622842826516073, -0.1576809643807538], [0.491422654665352, 0.2653315688189552], [0.5669231994484553, 0.0667155191364867], [0.2299276458131091, 0.29835232047215776], [0.3356420801536577, 0.10517090915368521]]","[[0.2966712274604575, -0.2131825579980761], [-0.1186836204372937, -0.4965034514665913], [-0.01440301872015537, -0.0403072600505146], [0.1950017499803942, -0.04023412759326238], [0.279011892689379, -0.46996203863525404], [-0.05628257964606558, -0.24364929332980273], [0.11956786588335709, -0.3438640467385331]]","[[-0.24177141476747963, 0.37227001522147646], [0.022885153928237218, 0.26973630011126315], [-0.028424808126663318, 0.474031493095366], [-0.14677856605916886, 0.1510981622513803], [-0.33541894344674456, 0.07730913931898181], [0.10840621230513336, 0.04997884008138209], [0.30094222783758756, 0.17024461371702543], [-0.056701880949321645, -0.08542646800774611]]","[[-0.4219467838066047, -0.18114019941065054], [-0.2081543488995217, -0.4860059455967178], [-0.008274735502094755, -0.3457533902190916], [0.02376323820852766, -0.0891001390581758], [-0.4116277839025775, 0.058108040724694845], [-0.18144554169200455, -0.05292133149533743], [0.21944315682242976, -0.26450239569476724], [0.11466821484809545, 0.13327019789913197], [-0.2288148866166432, -0.2599929378926301]]"
"[-0.3631366314731191, 0.1590646049745197]","[[-0.3970652553054307, 0.36151140161898554], [-0.22306532646831484, 0.26288994227005946]]","[[0.5383732683216915, 0.24050044654635605], [0.337973319445641, 0.36292363064724675], [0.3422154310588786, 0.14570949010333048]]","[[-0.03907102058372138, -0.1723346686752248], [0.13255167928633116, -0.03782047714335622], [0.2720101467217329, -0.23443565690461937], [0.07080951743106016, -0.35239766365090747]]","[[-0.0036269740154891753, 0.5431219823242713], [-0.2646325594942043, 0.5073179604697073], [-0.41902475937036154, 0.37311436690984484], [-0.007163214206743488, 0.2887893175302695], [-0.2156098228659233, 0.2684642371109035]]","[[0.5108460974500976, 0.10904555526594768], [0.5033362887342737, -0.29902707163897635], [0.3062164979741722, 0.05793810054487639], [0.22849736264613016, -0.28041776899433873], [0.12909977445373055, -0.06500178518750158], [0.41889526300287094, -0.11616960582105396]]","[[0.3302081014073935, 0.19448071361351732], [-0.22286629369238187, 0.3450023392305547], [-0.11533339293480348, 0.13926201039730488], [0.12023407780451623, 0.21240672508650668], [0.2659789407074307, 0.3894086603790018], [0.026604934602130894, 0.39133200849180605], [0.212400253920387, 0.027377351413115796]]","[[-0.2875956673588428, -0.37608972473646446], [0.1738442798715151, -0.5418380206356169], [-0.005791994605287101, -0.36400925298789194], [0.15381919852689818, -0.2106776783026027], [-0.02243369038452208, -0.11017027562433494], [-0.1375601387891928, -0.5383184991665005], [0.3481619806761259, -0.4256719133417836], [-0.2437856683810358, -0.16373273019932677]]","[[0.16751238249231654, 0.5577961240465925], [-0.27296145406993233, 0.4862198967380745], [-0.029185467938656964, 0.15062746822878756], [-0.0646201772689005, 0.5687739076077192], [0.1739328392933146, 0.3418730943321047], [-0.141244529573345, 0.32572795328380527], [-0.5161698704605421, 0.1834233825743511], [0.21727962056556488, 0.12903401361548372], [-0.23724269532595021, 0.10991409904419316]]"
